n_pairs,mean_diff,median_diff,std_diff,cohen_dz,cliffs_delta,rank_biserial,paired_t_stat,paired_t_p,wilcoxon_stat,wilcoxon_p,bootstrap_ci95_low,bootstrap_ci95_high,normality_stat,normality_p,normality_test,comparison,model_key,architecture,train_setting,metric,mean_additive,mean_substitutive,positive_means,metric_direction,paired_t_p_holm,wilcoxon_p_holm
500,0.028201680728862297,0.020886156186612603,0.15825144852814713,0.1782080416397974,0.129288,0.20104563121702101,3.9848529524370004,7.759423036464468e-05,49436.5,0.00010296980650067451,0.014124343783403315,0.042232077139563916,0.9706703183154739,1.8702182083784813e-08,shapiro,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,source_token_support_rate,0.8325841580072187,0.8043824772783564,additive higher than substitutive; check metric_direction,higher_is_better,0.004733248052243326,0.006178188390040471
500,0.023389429970717388,0.01525394540100422,0.1507713172787338,0.15513182741168802,0.112044,0.17664128256513026,3.4688531156629967,0.0005679277011682016,51357.0,0.0006286760019553956,0.009959519904341737,0.036684857475017936,0.9702629102687834,1.5486189369581377e-08,shapiro,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,sentence_support_proxy,0.8353364765836446,0.8119470466129273,additive higher than substitutive; check metric_direction,higher_is_better,0.03180395126541929,0.03394850410559136
500,0.008196256998425529,0.011646936520856188,0.10187982895836903,0.0804502430189076,0.071952,0.09066132264529059,1.798922121966553,0.0726351199385673,56720.0,0.0792986392394178,-0.0008805182176100844,0.017027665148464134,0.997405695984728,0.6282822460817521,shapiro,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,distinct_1,0.6964028694978492,0.6882066124994237,additive higher than substitutive; check metric_direction,higher_is_better,1.0,1.0
500,0.0029009709178346933,0.002936876504987973,0.04469544428837356,0.06490529323565335,0.06278,0.09910657413926045,1.4513264777447816,0.14731733899684873,53745.5,0.05782911679444195,-0.0010454392065902607,0.006731478237056466,0.9952075616244711,0.12548809370031122,shapiro,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,distinct_2,0.9579700461181151,0.9550690752002806,additive higher than substitutive; check metric_direction,higher_is_better,1.0,1.0
500,-0.0029009709178346925,-0.002936876504987959,0.044695444288373555,-0.06490529323565333,-0.06278,-0.09908143082235409,-1.4513264777447814,0.14731733899684885,53747.0,0.05789267141074532,-0.006731478237056466,0.001045439206590259,0.99520756162447,0.12548809370019304,shapiro,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,repetition_2gram_rate,0.04202995388188484,0.044930924799719524,additive higher than substitutive; check metric_direction,lower_is_better,1.0,1.0
500,-0.022655621124348366,-0.02138394765123508,0.20883988105825088,-0.10848321216017702,-0.07338,-0.12163672654690619,-2.4257583680768766,0.015630017237457633,55007.5,0.01844005321877561,-0.04093879593378357,-0.004309769785919995,0.9974130994503311,0.6308769996743717,shapiro,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,novel_2gram_ratio,0.4304596503372249,0.45311527146157327,additive higher than substitutive; check metric_direction,higher_is_better,0.56988140279531,0.5900817030008195
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,retrieval_precision@1,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,-0.6666666666666666,-0.6666666666666667,1.111334915764742e-16,-5998791698251591.0,-1.0,-1.0,-1.3413706020151963e+17,0.0,0.0,9.505397766554096e-111,-0.6666666666666666,-0.6666666666666666,,,constant_difference,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,retrieval_recall@1,0.33333333333333326,1.0,additive higher than substitutive; check metric_direction,higher_is_better,0.0,2.015144326509468e-108
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,retrieval_precision@3,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,retrieval_recall@3,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,retrieval_precision@5,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,retrieval_recall@5,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,retrieval_precision@10,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,retrieval_recall@10,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.264,0.0,0.6535734974991463,0.40393314754985893,0.264,0.532258064516129,9.032219762869373,3.68106096117867e-18,7221.0,5.203212843281495e-17,0.208,0.322,0.7782081009569243,1.7702339677134978e-25,shapiro,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_precision@1,0.576,0.312,additive higher than substitutive; check metric_direction,higher_is_better,4.655737846971793e-16,6.451983925669054e-15
500,-0.12000000000000002,0.0,0.4810365116958404,-0.24946131339792368,0.084288,-0.39547900251536705,-5.578124545141364,3.991012867929811e-08,18145.0,6.392103540785167e-11,-0.16266666666666668,-0.07866666666666669,0.7925800198736883,9.42050432304061e-25,shapiro,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_recall@1,0.192,0.312,additive higher than substitutive; check metric_direction,higher_is_better,2.8336191362301658e-06,4.7301566201810235e-09
500,0.26666666666666666,0.3333333333333333,0.19225715726059392,1.3870311538270317,0.714,1.0,31.014959468672103,1.7546302340858346e-118,0.0,3.2578766310976975e-72,0.25,0.284,0.7439037668183626,4.484840464673956e-27,shapiro,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_precision@3,0.6,0.33333333333333326,additive higher than substitutive; check metric_direction,higher_is_better,3.158334421354502e-116,5.864177935975855e-70
500,-0.4000000000000001,-0.33333333333333337,0.19225715726059395,-2.0805467307405476,-0.914,-1.0,-46.522439203008155,1.3482720896047679e-183,0.0,7.477094126262195e-84,-0.41666666666666674,-0.38266666666666677,0.7439037668183623,4.484840464673891e-27,shapiro,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_recall@3,0.6,1.0,additive higher than substitutive; check metric_direction,higher_is_better,2.5347515284569636e-181,1.4056936957372927e-81
500,0.2666666666666666,0.26666666666666666,5.55667457882371e-17,4799033358601272.0,1.0,1.0,1.073096481612157e+17,0.0,0.0,9.505397766554096e-111,0.2666666666666666,0.2666666666666666,,,constant_difference,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_precision@5,0.5999999999999999,0.33333333333333326,additive higher than substitutive; check metric_direction,higher_is_better,0.0,2.015144326509468e-108
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_recall@5,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.2666666666666666,0.26666666666666666,5.55667457882371e-17,4799033358601272.0,1.0,1.0,1.073096481612157e+17,0.0,0.0,9.505397766554096e-111,0.2666666666666666,0.2666666666666666,,,constant_difference,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_precision@10,0.5999999999999999,0.33333333333333326,additive higher than substitutive; check metric_direction,higher_is_better,0.0,2.015144326509468e-108
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_recall@10,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.176,0.08333333333333334,0.37590771903015363,0.4682000158285711,0.352176,0.6047520201645785,10.469270624591626,2.542880382573441e-23,10663.0,5.196419472721118e-22,0.143,0.209,0.8868084183237588,1.075937095161331e-18,shapiro,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_mrr,0.773,0.597,additive higher than substitutive; check metric_direction,higher_is_better,3.814320573860161e-21,7.794629209081677e-20
500,0.264,0.0,0.6535734974991463,0.40393314754985893,0.264,0.532258064516129,9.032219762869373,3.68106096117867e-18,7221.0,5.203212843281495e-17,0.208,0.322,0.7782081009569243,1.7702339677134978e-25,shapiro,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_hit@1,0.576,0.312,additive higher than substitutive; check metric_direction,higher_is_better,4.655737846971793e-16,6.451983925669054e-15
500,0.264,0.0,0.6535734974991463,0.40393314754985893,0.264,0.532258064516129,9.032219762869373,3.68106096117867e-18,7221.0,5.203212843281495e-17,0.208,0.322,0.7782081009569243,1.7702339677134978e-25,shapiro,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_ndcg@1,0.576,0.312,additive higher than substitutive; check metric_direction,higher_is_better,4.655737846971793e-16,6.451983925669054e-15
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_hit@3,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,-0.10560765259695791,-0.10020847959421408,0.301651985692009,-0.3500976542709877,-0.144344,-0.39106047326906224,-7.828421537131482,2.982692548547109e-14,36477.0,6.547999428052145e-14,-0.13190236281226256,-0.07896099636686456,0.9800579808868656,2.377061024724447e-06,shapiro,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_ndcg@3,0.5941228850959089,0.6997305376928669,additive higher than substitutive; check metric_direction,higher_is_better,2.773904070148811e-12,5.827719490966409e-12
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_hit@5,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.12445843750200311,0.149009776026522,0.2410711619622204,0.5162726080090313,0.342712,0.5256792287467134,11.544206464292966,1.7325556523373962e-27,28413.0,7.198442646075387e-24,0.1032553884864341,0.14537672776800709,0.9583394266438413,1.1025659843170193e-10,shapiro,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_ndcg@5,0.82418897519487,0.6997305376928669,additive higher than substitutive; check metric_direction,higher_is_better,2.8760423828800776e-25,1.173346151310288e-21
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_hit@10,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.12445843750200311,0.149009776026522,0.2410711619622204,0.5162726080090313,0.342712,0.5256792287467134,11.544206464292966,1.7325556523373962e-27,28413.0,7.198442646075387e-24,0.1032553884864341,0.14537672776800709,0.9583394266438413,1.1025659843170193e-10,shapiro,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_ndcg@10,0.82418897519487,0.6997305376928669,additive higher than substitutive; check metric_direction,higher_is_better,2.8760423828800776e-25,1.173346151310288e-21
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,retrieval_mrr,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,retrieval_hit@1,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,retrieval_ndcg@1,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,retrieval_hit@3,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,retrieval_ndcg@3,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,retrieval_hit@5,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,retrieval_ndcg@5,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,retrieval_hit@10,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,easy_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,retrieval_ndcg@10,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.028228304893493813,0.02544627829883328,0.07920584925935584,0.3563916700275702,0.2397,0.38858517034068135,7.969160007963214,1.0935252624190438e-14,38137.0,5.429555670660358e-14,0.021378347259519235,0.035396261160790386,0.9986172854556147,0.9671138554593733,shapiro,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,rouge1,0.271591028907852,0.24336272401435816,additive higher than substitutive; check metric_direction,higher_is_better,1.0279137466739013e-12,4.8866001035943226e-12
500,0.013239240439366477,0.010604751118144407,0.04135030105270459,0.3201727702657328,0.212976,0.34880225997979813,7.15928078858602,2.9196365123175476e-12,39648.5,1.9399152340816705e-11,0.009632431898893103,0.016876146343110326,0.9798500482665462,2.1095140937098836e-06,shapiro,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,rouge2,0.05674971365029806,0.04351047321093158,additive higher than substitutive; check metric_direction,higher_is_better,2.3649055749772135e-10,1.4549364255612528e-09
500,0.012999846961695358,0.012945742256465734,0.04129221221143674,0.3148256357670946,0.190304,0.3353587174348697,7.039715226348126,6.405286637582491e-12,41457.0,8.530104637553785e-11,0.00940706897013108,0.016654975810897237,0.9962382552456333,0.28573919461603176,shapiro,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,rougeL,0.16438834282595008,0.1513884958642547,additive higher than substitutive; check metric_direction,higher_is_better,5.124229310065993e-10,5.97107324628765e-09
500,0.012999846961695358,0.012945742256465734,0.04129221221143674,0.3148256357670946,0.190304,0.3353587174348697,7.039715226348126,6.405286637582491e-12,41457.0,8.530104637553785e-11,0.00940706897013108,0.016654975810897237,0.9962382552456333,0.28573919461603176,shapiro,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,rougeLsum,0.16438834282595008,0.1513884958642547,additive higher than substitutive; check metric_direction,higher_is_better,5.124229310065993e-10,5.97107324628765e-09
500,0.007098413705825805,0.006825953722000122,0.014798692941291334,0.4796649091907165,0.266196,0.511377245508982,10.725633433717059,2.715330038483884e-24,30600.0,3.8532771506815245e-23,0.005828717711567878,0.008382951244711875,0.9949087236171482,0.09793843117689431,shapiro,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,bertscore_f1,0.8243420195579528,0.8172436058521271,additive higher than substitutive; check metric_direction,higher_is_better,4.2087615596500203e-22,5.934046812049548e-21
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,entity_f1_ref,0.0,0.0,additive higher than substitutive; check metric_direction,higher_is_better,,
0,,,,,,,,,,,,,,,,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,source_supported_entity_rate,0.0,,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.002,0.0,0.044721359549995794,0.044721359549995794,0.002,1.0,1.0000000000000002,0.31779517611187164,0.0,0.31731050786291415,0.0,0.006,0.021116630061352892,1.943259599294236e-44,shapiro,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,unsupported_entity_rate,0.002,0.0,additive higher than substitutive; check metric_direction,lower_is_better,1.0,1.0
500,0.009012019353195825,0.0,0.1022375777064744,0.08814781761623368,0.02582,0.4673913043478261,1.97104512258152,0.04927088564271532,73.5,0.0496050158401457,0.0002084712672947969,0.018187781385281387,0.2197559023639326,3.472483241192141e-41,shapiro,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,number_f1_ref,0.016945352686529157,0.007933333333333334,additive higher than substitutive; check metric_direction,higher_is_better,1.0,1.0
500,-0.013245454545454546,0.0,0.12063950717866881,-0.10979367253082227,-0.022064,-0.6631578947368421,-2.4550611527827,0.014426242312681687,32.0,0.010683358916575481,-0.024645757575757578,-0.003069621212121213,0.1915853397859315,1.0978422455160652e-41,shapiro,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,unsupported_number_rate,0.0038545454545454547,0.0171,additive higher than substitutive; check metric_direction,lower_is_better,0.5519381401906734,0.40596763882986825
500,0.013578980835796907,0.009854558536334657,0.12969124192710593,0.1047023733755984,0.073528,0.1310009577387707,2.341216242734022,0.019613714604444724,53987.0,0.011308656711757223,0.0020920820404010123,0.0252033909396136,0.9910828510854075,0.004137771206703931,shapiro,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,source_token_support_rate,0.8565655292012982,0.8429865483655012,additive higher than substitutive; check metric_direction,higher_is_better,0.6276388673422312,0.41842029833501726
500,0.010159102730512912,0.0030423280423280685,0.1276490080214454,0.07958622544725262,0.04182,0.08942115768463074,1.7796021017268047,0.07574962294410087,57025.0,0.08318492586714724,-0.0012536261030153901,0.021764438661791913,0.9949069566217524,0.09779433256338602,shapiro,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,sentence_support_proxy,0.8557668977213057,0.8456077949907926,additive higher than substitutive; check metric_direction,higher_is_better,1.0,1.0
500,0.008115998201472617,0.007512301939546551,0.09471355654717029,0.08568993180433045,0.06674,0.09359519038076153,1.9160851250180408,0.05592529423080335,56537.0,0.0700548697881669,-0.0003309999685471604,0.016594494314243525,0.9984247602148031,0.936571014104006,shapiro,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,distinct_1,0.7118173091369823,0.7037013109355096,additive higher than substitutive; check metric_direction,higher_is_better,1.0,1.0
500,0.003636723445801353,0.0008261238961188022,0.04149414048823142,0.08764426502177583,0.081512,0.11978942209377984,1.9597853442669784,0.05057707341164351,52082.5,0.022126966695590642,-8.050137919153515e-05,0.007305428227055412,0.9940936420892081,0.049434592728243326,shapiro,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,distinct_2,0.9628353554941244,0.959198632048323,additive higher than substitutive; check metric_direction,higher_is_better,1.0,0.6416820341721287
500,-0.003636723445801353,-0.0008261238961187493,0.04149414048823142,-0.08764426502177583,-0.081512,-0.11978097193702943,-1.9597853442669786,0.050577073411643476,52083.0,0.02213635835595639,-0.007305428227055414,8.050137919153448e-05,0.9940936420892076,0.04943459272822107,shapiro,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,repetition_2gram_rate,0.03716464450587565,0.040801367951677,additive higher than substitutive; check metric_direction,lower_is_better,1.0,0.6416820341721287
500,-0.007891853639898286,-0.008650902878295341,0.19884052394814028,-0.03968936252630558,-0.029528,-0.0450938123752495,-0.8874811259245208,0.37524747162532074,59801.0,0.38229581644725386,-0.025775505070182825,0.010000173955724955,0.9974374609815181,0.6394248586625406,shapiro,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,novel_2gram_ratio,0.38296313949623567,0.3908549931361339,additive higher than substitutive; check metric_direction,higher_is_better,1.0,1.0
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,retrieval_precision@1,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,-0.6666666666666666,-0.6666666666666667,1.111334915764742e-16,-5998791698251591.0,-1.0,-1.0,-1.3413706020151963e+17,0.0,0.0,9.505397766554096e-111,-0.6666666666666666,-0.6666666666666666,,,constant_difference,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,retrieval_recall@1,0.33333333333333326,1.0,additive higher than substitutive; check metric_direction,higher_is_better,0.0,2.015144326509468e-108
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,retrieval_precision@3,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,retrieval_recall@3,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,retrieval_precision@5,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,retrieval_recall@5,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,retrieval_precision@10,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,retrieval_recall@10,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.266,0.0,0.6871596442992757,0.387100730094898,0.266,0.4907749077490775,8.655835466319905,6.77969176633304e-17,9384.0,6.520659334696138e-16,0.204,0.324,0.7835839982018211,3.2752571480433405e-25,shapiro,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_precision@1,0.628,0.362,additive higher than substitutive; check metric_direction,higher_is_better,7.525457860629674e-15,7.172725268165751e-14
500,-0.15266666666666667,0.0,0.5095651544469917,-0.2996018572587621,0.038664,-0.442368363794604,-6.699301190157809,5.6647028861125407e-11,20503.0,1.6682227289880105e-14,-0.1966666666666667,-0.10933333333333335,0.7898735885538014,6.830489930846135e-25,shapiro,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_recall@1,0.20933333333333334,0.362,additive higher than substitutive; check metric_direction,higher_is_better,4.305174193445531e-09,1.5681293652487298e-12
500,0.274,0.3333333333333333,0.20084324572172552,1.3642480184752412,0.714,1.0,30.50551307480029,3.94939231054393e-116,0.0,8.037104084099944e-71,0.256,0.2913333333333334,0.7623432248901323,3.0732669849400357e-26,shapiro,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_precision@3,0.6073333333333334,0.33333333333333326,additive higher than substitutive; check metric_direction,higher_is_better,6.950930466557317e-114,1.4145303188015903e-68
500,-0.39266666666666666,-0.33333333333333337,0.20084324572172552,-1.9550902259900658,-0.892,-1.0,-43.71714647459214,9.060689789224657e-173,0.0,1.0715690276083526e-81,-0.4106666666666667,-0.37533333333333335,0.7623432248901335,3.0732669849403663e-26,shapiro,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_recall@3,0.6073333333333334,1.0,additive higher than substitutive; check metric_direction,higher_is_better,1.6671669212173368e-170,1.971687010799369e-79
500,0.2666666666666666,0.26666666666666666,5.55667457882371e-17,4799033358601272.0,1.0,1.0,1.073096481612157e+17,0.0,0.0,9.505397766554096e-111,0.2666666666666666,0.2666666666666666,,,constant_difference,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_precision@5,0.5999999999999999,0.33333333333333326,additive higher than substitutive; check metric_direction,higher_is_better,0.0,2.015144326509468e-108
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_recall@5,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.2666666666666666,0.26666666666666666,5.55667457882371e-17,4799033358601272.0,1.0,1.0,1.073096481612157e+17,0.0,0.0,9.505397766554096e-111,0.2666666666666666,0.2666666666666666,,,constant_difference,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_precision@10,0.5999999999999999,0.33333333333333326,additive higher than substitutive; check metric_direction,higher_is_better,0.0,2.015144326509468e-108
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_recall@10,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,0.17233333333333334,0.08333333333333334,0.39539362245463705,0.43585258726095133,0.329852,0.5563788201847903,9.745960132846461,1.1631304084475221e-20,12483.5,2.4999360660741347e-19,0.1376666666666667,0.20633333333333334,0.8834608529915087,5.7694383452061e-19,shapiro,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_mrr,0.799,0.6266666666666667,additive higher than substitutive; check metric_direction,higher_is_better,1.5585947473196796e-18,3.324914967878599e-17
500,0.266,0.0,0.6871596442992757,0.387100730094898,0.266,0.4907749077490775,8.655835466319905,6.77969176633304e-17,9384.0,6.520659334696138e-16,0.204,0.324,0.7835839982018211,3.2752571480433405e-25,shapiro,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_hit@1,0.628,0.362,additive higher than substitutive; check metric_direction,higher_is_better,7.525457860629674e-15,7.172725268165751e-14
500,0.266,0.0,0.6871596442992757,0.387100730094898,0.266,0.4907749077490775,8.655835466319905,6.77969176633304e-17,9384.0,6.520659334696138e-16,0.204,0.324,0.7835839982018211,3.2752571480433405e-25,shapiro,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_ndcg@1,0.628,0.362,additive higher than substitutive; check metric_direction,higher_is_better,7.525457860629674e-15,7.172725268165751e-14
500,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,constant_difference,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_hit@3,1.0,1.0,additive higher than substitutive; check metric_direction,higher_is_better,,
500,-0.1106096553473618,-0.10020847959421408,0.32171361608093024,-0.3438140315439333,-0.167152,-0.37287538972141204,-7.687915461504918,8.013792415759417e-14,37413.0,9.305445037745131e-13,-0.13868329735759316,-0.08317117497704309,0.9725716795843873,4.607171310409232e-08,shapiro,hard_additive_minus_substitutive,t5_base_clean_matched,T5-base,clean_matched,context_ndcg@3,0.611240427766933,0.7218500831142949,additive higher than substitutive; check metric_direction,higher_is_better,7.132275250025881e-12,7.909628282083362e-11
